type,date,side,price,intended_price,slippage_pct,size,cost,commission,balance,stop_loss,take_profit,pnl,pnl_pct,reinvested,reason
exit,2025-04-20 05:00:00,,2.236140655589533,2.23881,0.1192305023859433,56861.98262718797,,3.390703762935487,49119.46103960986,,,-2893.7855699298525,-33.37910443407483,0.0,stop_loss
entry,2025-04-20 05:15:00,SELL,2.232689154635668,2.2351,0.10786297545219926,66000.40261443185,9823.892207921972,3.929556883168789,49115.53148272669,2.279802,2.100994,,,,
exit,2025-04-20 06:45:00,,2.2287042723858344,2.2255,0.14397988702917816,66000.40261443185,,3.922543447625852,59004.19401300179,,,259.0812894124961,2.6372570456704865,194.3109670593721,signal_reversal
entry,2025-04-20 06:45:00,BUY,2.227829466531734,2.2255,0.10467160331314647,79455.17585534815,11800.83880260036,4.720335521040144,58999.47367748075,2.18099,2.3590299999999997,,,,
exit,2025-04-20 07:45:00,,2.2126938797290445,2.2167,0.18072451260680997,79455.17585534815,,4.688266168744635,69593.0235028308,,,-1207.2889772503213,-10.230535281816499,0.0,signal_reversal
entry,2025-04-20 07:45:00,SELL,2.2134338183301856,2.2167,0.1473443257912484,94323.6110244287,13918.60470056616,5.567441880226465,69587.45606095057,2.261034,2.0836979999999996,,,,
exit,2025-04-20 10:45:00,,2.148527119150529,2.1469,0.07578923799567099,94323.6110244287,,5.40418230032509,85035.26827751703,,,6116.830064001202,43.94714984435466,4587.622548000902,signal_reversal
entry,2025-04-20 10:45:00,BUY,2.149826682566372,2.1469,0.13632132686066828,118663.42849927631,17007.053655503405,6.802821462201362,85028.46545605482,2.103962,2.2757140000000002,,,,
exit,2025-04-20 12:00:00,,2.145014689336114,2.1464,0.06454112299132236,118663.42849927631,,6.787594592478224,101457.72390234807,,,-577.7952092101664,-3.3973857019213587,0.0,signal_reversal
entry,2025-04-20 12:00:00,SELL,2.144477369262346,2.1464,0.08957467096786355,141933.49674365745,20291.544780469616,8.116617912187847,101449.60728443587,2.1893279999999997,2.017616,,,,
exit,2025-04-20 13:15:00,,2.157988050829412,2.1545,0.16189607005855608,141933.49674365745,,8.167754399606613,119815.36603230212,,,-1925.7860326033656,-9.490583656582485,0.0,signal_reversal
entry,2025-04-20 13:15:00,BUY,2.156415867442213,2.1545,0.08892399360469067,166686.81747517266,23963.073206460424,9.58522928258417,119805.78080301953,2.1114100000000002,2.28377,,,,
exit,2025-04-20 15:15:00,,2.135682759734023,2.1377,0.09436498414076863,166686.81747517266,,9.493070996177549,140303.42519823558,,,-3465.4288112443824,-14.461537472205805,0.0,signal_reversal
entry,2025-04-20 15:15:00,SELL,2.1360905452178613,2.1377,0.07528908556573018,197047.0196298621,28060.685039647116,11.224274015858848,140292.2009242197,2.180454,2.009438,,,,
exit,2025-04-20 19:00:00,,2.1389429166597798,2.136,0.13777699718069514,197047.0196298621,,11.239262050299045,167779.59541030918,,,-573.2905535576543,-2.043038339041433,0.0,signal_reversal
entry,2025-04-20 19:00:00,BUY,2.1391027196767025,2.136,0.1452584118306374,235303.7007530899,33555.91908206184,13.422367632824736,167766.17304267635,2.09328,2.2641600000000004,,,,
exit,2025-04-20 20:30:00,,2.1614459245234294,2.1657,0.19642958288640192,235303.7007530899,,13.562566000481247,202633.0611800179,,,5243.876221118737,15.62727639286144,3932.9071658390526,signal_reversal
entry,2025-04-20 20:30:00,SELL,2.163711037316662,2.1657,0.09183925212808675,280952.11100551725,40526.61223600358,16.210644894401433,202616.8505351235,2.2090140000000003,2.035758,,,,
exit,2025-04-20 21:15:00,,2.146802519091305,2.1456,0.056045818945977564,280952.11100551725,,16.083965324017722,244327.06275214336,,,4734.39992406523,11.682200072620972,3550.7999430489226,signal_reversal
entry,2025-04-20 21:15:00,BUY,2.1483396738244447,2.1456,0.12768800449501433,341184.96119916975,48865.41255042868,19.546165020171472,244307.5165871232,2.102688,2.274336,,,,
exit,2025-04-20 22:00:00,,2.1396046403387485,2.1417,0.09783628245093735,341184.96119916975,,19.466691365214384,290173.20038529596,,,-2999.728752255905,-6.138756629057847,0.0,signal_reversal
entry,2025-04-20 22:00:00,SELL,2.1403305454397157,2.1417,0.06394240838045503,406722.03786964406,58034.64007705919,23.213856030823678,290149.9865292651,2.184534,2.013198,,,,
exit,2025-04-20 22:30:00,,2.1515035314090962,2.1485,0.13979666786579292,406722.03786964406,,23.335037354091824,343616.9919464148,,,-4567.634659909487,-7.870531554679272,0.0,signal_reversal
entry,2025-04-20 22:30:00,BUY,2.149770320562189,2.1485,0.05912592795854375,479516.79580805893,68723.39838928297,27.48935935571319,343589.5025870591,2.10553,2.27741,,,,
exit,2025-04-20 23:15:00,,2.152028560859549,2.1544,0.11007422671976971,479516.79580805893,,27.518235733087984,412576.7374552975,,,1055.345915821667,1.5356427949672558,791.5094368662502,signal_reversal
entry,2025-04-20 23:15:00,SELL,2.152994819541982,2.1544,0.06522374944383781,574887.6872027039,82515.34749105951,33.00613899642381,412543.7313163011,2.197488,2.025136,,,,
exit,2025-04-20 23:45:00,,2.157364988412979,2.156,0.06331115088028033,574887.6872027039,,33.07313516375535,492513.6493972642,,,-2545.429410096443,-3.0847951168989964,0.0,signal_reversal
entry,2025-04-20 23:45:00,BUY,2.1590148372396945,2.156,0.139834751377289,684358.8671585196,98502.72987945285,39.40109195178114,492474.2483053124,2.11288,2.2853600000000003,,,,
exit,2025-04-21 00:30:00,,2.2397149887269996,2.2416,0.0840922230995896,684358.8671585196,,40.873834998484426,604773.725788859,,,55186.990416374574,56.02584870887553,41390.24281228093,signal_reversal
entry,2025-04-21 00:30:00,SELL,2.239396131434498,2.2416,0.09831676327185597,810183.2239052636,120954.7451577718,48.38189806310872,604725.3438907958,2.286432,2.107104,,,,
exit,2025-04-21 01:00:00,,2.2893892137506615,2.286432,0.12933748961969585,810183.2239052636,,49.461992905878596,685127.0704517913,,,-40553.018596776354,-33.527430894818984,0.0,stop_loss
entry,2025-04-21 02:00:00,SELL,2.272495995485858,2.2754,0.1276261103165153,904459.7726192848,137025.41409035827,54.81016563614331,685072.2602861552,2.3209079999999997,2.1388759999999998,,,,
exit,2025-04-21 02:45:00,,2.2598029559224835,2.2571,0.1197534855559455,904459.7726192848,,54.504023138080996,824954.1342900632,,,11425.839654199133,8.338482120305525,8569.37974064935,signal_reversal
entry,2025-04-21 02:45:00,BUY,2.260105718222204,2.2571,0.1331672598557404,1095020.636829729,164990.82685801265,65.99633074320506,824888.13795932,2.2119579999999996,2.392526,,,,
exit,2025-04-21 04:45:00,,2.2581135302787727,2.2624,0.18946559941775146,1095020.636829729,,65.93815775892506,987631.5397490729,,,-2247.4250682597703,-1.3621515274869513,0.0,signal_reversal
entry,2025-04-21 04:45:00,SELL,2.2601565247419715,2.2624,0.09916351034426271,1310924.5252761752,197526.3079498146,79.01052317992584,987552.529225893,2.307648,2.1266559999999997,,,,
exit,2025-04-21 05:30:00,,2.271290366844078,2.2676,0.162743290001678,1310924.5252761752,,79.39973989118461,1170403.8107636129,,,-14675.026412094816,-7.4294034877740405,0.0,signal_reversal
entry,2025-04-21 05:30:00,BUY,2.270321491385298,2.2676,0.12001637790166114,1546570.1424287616,234080.76215272257,93.63230486108904,1170310.1784587519,2.222248,2.403656,,,,
exit,2025-04-21 06:15:00,,2.2640555807696114,2.2676,0.15630707489804954,1546570.1424287616,,93.37388698713309,1394606.8964511394,,,-9784.044160335101,-4.17977285717809,0.0,signal_reversal
entry,2025-04-21 06:15:00,SELL,2.2658116548967357,2.2676,0.0788651042187289,1846499.7654644407,278921.3792902279,111.56855171609116,1394495.3278994232,2.3129519999999997,2.131544,,,,
exit,2025-04-21 07:00:00,,2.2613770433193436,2.257,0.1939319149022511,1846499.7654644407,,111.3501914697557,1675435.9969511789,,,8077.159046110672,2.895855121132931,6057.869284583004,signal_reversal
entry,2025-04-21 07:00:00,BUY,2.259037628614226,2.257,0.0902803993897241,2224977.5422894806,335087.1993902358,134.03487975609434,1675301.9620714227,2.21186,2.3924200000000004,,,,
exit,2025-04-21 07:45:00,,2.2443517269077926,2.2474,0.1356355384981516,2224977.5422894806,,133.16352504982538,1977580.1964515233,,,-32808.965010135296,-9.791172288836563,0.0,signal_reversal
entry,2025-04-21 07:45:00,SELL,2.245320553604203,2.2474,0.0925267596243193,2642268.864386111,395516.0392903047,158.20641571612188,1977421.9900358072,2.292348,2.1125559999999997,,,,
exit,2025-04-21 08:30:00,,2.2733897930952622,2.2717,0.07438451799365456,2642268.864386111,,160.1841884509012,2298611.367583438,,,-74326.66174267401,-18.792325559297737,0.0,signal_reversal
entry,2025-04-21 08:30:00,BUY,2.273304818487945,2.2717,0.07064394453250851,3033396.158169838,459722.27351668756,183.88890940667503,2298427.4786740313,2.226266,2.408002,,,,
exit,2025-04-21 09:15:00,,2.261671882503738,2.2652,0.15575302385053671,3033396.158169838,,182.94791465140224,2722679.500953338,,,-35470.25123738093,-7.715582489847185,0.0,signal_reversal
entry,2025-04-21 09:15:00,SELL,2.263524540703261,2.2652,0.07396518173843017,3608548.684134108,544535.9001906676,217.81436007626704,2722461.686593262,2.3105040000000003,2.129288,,,,
exit,2025-04-21 10:15:00,,2.26528989403674,2.2638,0.06581385443678733,3608548.684134108,,217.98423643489522,3260409.239098938,,,-6588.34768499127,-1.2099014376617556,0.0,signal_reversal
entry,2025-04-21 10:15:00,BUY,2.2657622156529373,2.2638,0.08667795975515896,4316970.090560939,652081.8478197877,260.8327391279151,3260148.4063598104,2.218524,2.399628,,,,
exit,2025-04-21 11:00:00,,2.2649164167000255,2.2688,0.1711734529255319,4316970.090560939,,260.7353714270525,3908318.230025823,,,-3912.0241537751126,-0.599928393476191,0.0,signal_reversal
entry,2025-04-21 11:00:00,SELL,2.26727410465265,2.2688,0.06725561298264492,5171388.261356141,781663.6460051647,312.6654584020659,3908005.564567421,2.3141760000000002,2.132672,,,,
exit,2025-04-21 11:45:00,,2.2630001109392843,2.2585,0.19925220010113642,5171388.261356141,,312.07605891090833,4695116.811787461,,,21790.404859498867,2.787695829384253,16342.80364462415,signal_reversal
entry,2025-04-21 11:45:00,BUY,2.261794023936045,2.2585,0.1458500746532823,6227512.44644754,939023.3623574922,375.6093449429969,4694741.2024425175,2.21333,2.39401,,,,
exit,2025-04-21 13:45:00,,2.2770218900147747,2.2787,0.07364330474504778,6227512.44644754,,378.138190957347,5657377.961636802,,,94453.58734716968,10.058704728073698,70840.19051037726,signal_reversal
entry,2025-04-21 13:45:00,SELL,2.2770535181792995,2.2787,0.07225531314788387,7453550.71780706,1131475.5923273605,452.59023693094423,5656925.371399871,2.3242740000000004,2.141978,,,,
exit,2025-04-21 14:00:00,,2.3259018180121376,2.3242740000000004,0.07003554710575215,7453550.71780706,,462.2993910718164,6423845.384053455,,,-364555.57967377687,-32.21948243036453,0.0,stop_loss
entry,2025-04-21 15:15:00,SELL,2.327624699566211,2.3307,0.13194750220059168,8279486.016689854,1284769.076810691,513.9076307242765,6423331.476422731,2.377314,2.190858,,,,
exit,2025-04-21 16:00:00,,2.297973065411535,2.2935,0.19503228304055714,8279486.016689854,,507.3609563147927,7769348.785583254,,,244992.9293993264,19.06902445126532,183744.69704949477,signal_reversal
entry,2025-04-21 16:00:00,BUY,2.2966075280076192,2.2935,0.1354928278883616,10148902.706493452,1553869.757116651,621.5479028466603,7768727.237680407,2.24763,2.43111,,,,
exit,2025-04-21 16:30:00,,2.246284652001791,2.24763,0.05985629299347377,10148902.706493452,,607.9286502468182,8811267.093652725,,,-511329.901144332,-32.90687001291228,0.0,stop_loss
entry,2025-04-21 17:00:00,BUY,2.208451124538478,2.2053,0.14288870169491039,11969384.78159996,1762253.418730545,704.901367492218,8810562.192285232,2.1611939999999996,2.337618,,,,
exit,2025-04-21 17:45:00,,2.2325345100916714,2.234,0.06559936921793161,11969384.78159996,,712.5883890530126,10644703.291050963,,,287550.720140745,16.317217324389404,215663.04010555876,signal_reversal
entry,2025-04-21 17:45:00,SELL,2.232418648507141,2.234,0.07078565321661318,14304713.810963646,2128940.658210193,851.5762632840772,10643851.714787679,2.27868,2.09996,,,,
exit,2025-04-21 18:15:00,,2.232465663010659,2.231,0.06569533889104501,14304713.810963646,,851.5941973912184,12771268.249782687,,,-1524.1232151849647,-0.07159068569183605,0.0,signal_reversal
entry,2025-04-21 18:15:00,BUY,2.233488141990803,2.231,0.11152586242954253,17154245.87622719,2554253.6499565374,1021.701459982615,12770246.548322704,2.1863799999999998,2.36486,,,,
exit,2025-04-21 20:00:00,,2.234683145087665,2.237,0.10356973233505645,17154245.87622719,,1022.2481100345195,15329369.480488338,,,19477.12883638805,0.7625369875352617,14607.846627291037,signal_reversal
